"published","source","level","title","chapter","author","editor","collection","serie","isbn","accessibility","classification","theme","question number","question","correct answer","wrong answer 1","wrong answer 2"
1,"Bibliothèque familiale",3,"Lancelot et le Graal",,"Nicolas Gauchy","Gautier-Languereau","Les plus beaux contes de mon enfance",,2013931182,,"Livre illustré - recueil","Conte, légende",1,"Quelle direction les chevaliers doivent-ils prendre ?","Ils ne savent pas","Vers la Savoie","Vers Manchester"
1,"Bibliothèque familiale",3,"Lancelot et le Graal",,"Nicolas Gauchy","Gautier-Languereau","Les plus beaux contes de mon enfance",,2013931182,,"Livre illustré - recueil","Conte, légende",2,"Qu'est-ce que Lancelot voit s'avancer à son réveil ?","Deux chevaux","Deux vaches","Deux cochons"
1,"Bibliothèque familiale",3,"Lancelot et le Graal",,"Nicolas Gauchy","Gautier-Languereau","Les plus beaux contes de mon enfance",,2013931182,,"Livre illustré - recueil","Conte, légende",3,"Qu’est-ce qui sort de la chapelle ?","Le Saint-Graal","La Sainte-Coupe","Le Saint-Empire"
1,"Bibliothèque familiale",3,"Lancelot et le Graal",,"Nicolas Gauchy","Gautier-Languereau","Les plus beaux contes de mon enfance",,2013931182,,"Livre illustré - recueil","Conte, légende",4,"Que se passe-t-il avec Lancelot ?","Il est guéri","Il devient fou","Il ne se souvient plus de rien"
1,"Bibliothèque familiale",3,"Lancelot et le Graal",,"Nicolas Gauchy","Gautier-Languereau","Les plus beaux contes de mon enfance",,2013931182,,"Livre illustré - recueil","Conte, légende",5,"De quoi a été puni Lancelot ?","De son amour coupable envers Guenièvre","De sa lâcheté envers ses parents","De son orgueil"
1,"Bibliothèque familiale",3,"La fin des aventures de Lancelot",,"Nicolas Gauchy","Gautier-Languereau","Les plus beaux contes de mon enfance",,2013931182,,"Livre illustré - recueil","Conte, légende",1,"Combien de temps Lancelot cherche-t-il le Saint-Graal ?","De longs mois","Plusieurs jours","Quelques années"
1,"Bibliothèque familiale",3,"La fin des aventures de Lancelot",,"Nicolas Gauchy","Gautier-Languereau","Les plus beaux contes de mon enfance",,2013931182,,"Livre illustré - recueil","Conte, légende",2,"Que dit la voix à l'entrée du château à Lancelot ?","De ne pas aller chercher le Saint-Graal","D'aller voir Guenièvre","De prêter allégeance"
1,"Bibliothèque familiale",3,"La fin des aventures de Lancelot",,"Nicolas Gauchy","Gautier-Languereau","Les plus beaux contes de mon enfance",,2013931182,,"Livre illustré - recueil","Conte, légende",3,"Que fait Lancelot malgré l'avertissement qu'il a reçu ?","Il entre dans le château","Il commence à se battre","Il joue ma comédie"
1,"Bibliothèque familiale",3,"La fin des aventures de Lancelot",,"Nicolas Gauchy","Gautier-Languereau","Les plus beaux contes de mon enfance",,2013931182,,"Livre illustré - recueil","Conte, légende",4,"Comment les villageois trouvent-ils Lancelot le lendemain matin ?","Allongé par terre","De bout sur le toit du château","Mort, dans un ruisseau"
1,"Bibliothèque familiale",3,"La fin des aventures de Lancelot",,"Nicolas Gauchy","Gautier-Languereau","Les plus beaux contes de mon enfance",,2013931182,,"Livre illustré - recueil","Conte, légende",5,"Que fait Lancelot durant le reste de sa vie ?","Il passe le reste de sa vie auprès du roi Arthur","Il continue à chercher le Saint-Graal","Il devient pêcheur"
1,"Bibliothèque familiale",3,"Un jeune homme bien ignorant",,"Nicolas Gauchy","Gautier-Languereau","Les plus beaux contes de mon enfance",,2013931182,,"Livre illustré - recueil","Conte, légende",1,"Que fait le jeune homme dans la forêt ?","Du javelot","De la course à pied","De l'Acrobranche"
1,"Bibliothèque familiale",3,"Un jeune homme bien ignorant",,"Nicolas Gauchy","Gautier-Languereau","Les plus beaux contes de mon enfance",,2013931182,,"Livre illustré - recueil","Conte, légende",2,"Comment s'appelle cette forêt ?","La Gaste Forêt","La Forêt Noire","La Forêt Emeraude"
1,"Bibliothèque familiale",3,"Un jeune homme bien ignorant",,"Nicolas Gauchy","Gautier-Languereau","Les plus beaux contes de mon enfance",,2013931182,,"Livre illustré - recueil","Conte, légende",3,"Qui le garçon voit-il passer devant lui ?","Cinq chevaliers","Trois brebis","Le roi Arthur"
1,"Bibliothèque familiale",3,"Un jeune homme bien ignorant",,"Nicolas Gauchy","Gautier-Languereau","Les plus beaux contes de mon enfance",,2013931182,,"Livre illustré - recueil","Conte, légende",4,"Où le garçon désigne-t-il la route à suivre ?","Vers un village au pied de la montagne","Vers un château","Vers une rivière"
1,"Bibliothèque familiale",3,"Un jeune homme bien ignorant",,"Nicolas Gauchy","Gautier-Languereau","Les plus beaux contes de mon enfance",,2013931182,,"Livre illustré - recueil","Conte, légende",5,"Comment peut-on devenir comme ces hommes ?","En demandant à être fait chevalier","En devenant page","En attaquant un village"
1,"Bibliothèque familiale",3,"Le Gallois quitte sa mère",,"Nicolas Gauchy","Gautier-Languereau","Les plus beaux contes de mon enfance",,2013931182,,"Livre illustré - recueil","Conte, légende",1,"Qu'annonce Perceval à sa mère ?","Il veut devenir chevalier","Il veut devenir page","Il veut devenir chasseur"
1,"Bibliothèque familiale",3,"Le Gallois quitte sa mère",,"Nicolas Gauchy","Gautier-Languereau","Les plus beaux contes de mon enfance",,2013931182,,"Livre illustré - recueil","Conte, légende",2,"Qui était le père de Perceval ?","Un chevalier","Un pêcheur","Un moine"
1,"Bibliothèque familiale",3,"Le Gallois quitte sa mère",,"Nicolas Gauchy","Gautier-Languereau","Les plus beaux contes de mon enfance",,2013931182,,"Livre illustré - recueil","Conte, légende",3,"Qui est Perceval pour sa mère ?","Son seul réconfort","Une relique","Son doudou"
1,"Bibliothèque familiale",3,"Le Gallois quitte sa mère",,"Nicolas Gauchy","Gautier-Languereau","Les plus beaux contes de mon enfance",,2013931182,,"Livre illustré - recueil","Conte, légende",4,"Que décide finalement la mère de Perceval ?","Elle accepte que Perceval devienne chevalier","Elle préfère se pendre plutôt que de laisser Perceval devenir chevalier","Elle ne laisse pas partir Perceval"
1,"Bibliothèque familiale",3,"Le Gallois quitte sa mère",,"Nicolas Gauchy","Gautier-Languereau","Les plus beaux contes de mon enfance",,2013931182,,"Livre illustré - recueil","Conte, légende",5,"Comment tombe la mère de Perceval à la fin de l'histoire ?","Comme une morte","Comme une fleur","Comme une feuille"
1,"Bibliothèque familiale",3,"La demoiselle à l'anneau",,"Nicolas Gauchy","Gautier-Languereau","Les plus beaux contes de mon enfance",,2013931182,,"Livre illustré - recueil","Conte, légende",1,"Jusqu'à quand Perceval chevauche-t-il ?","Jusqu'au déclin du jour","Jusqu'à midi","Jusqu'à l'arrivée de sa mère"
1,"Bibliothèque familiale",3,"La demoiselle à l'anneau",,"Nicolas Gauchy","Gautier-Languereau","Les plus beaux contes de mon enfance",,2013931182,,"Livre illustré - recueil","Conte, légende",2,"Que voit Perceval près d'une rivière ?","Une tente","Un château","Une église"
1,"Bibliothèque familiale",3,"La demoiselle à l'anneau",,"Nicolas Gauchy","Gautier-Languereau","Les plus beaux contes de mon enfance",,2013931182,,"Livre illustré - recueil","Conte, légende",3,"Que fait Perceval ensuite ?","Il embrasse la jeune fille","Il rentre chez lui","Il saccage la tente"
1,"Bibliothèque familiale",3,"La demoiselle à l'anneau",,"Nicolas Gauchy","Gautier-Languereau","Les plus beaux contes de mon enfance",,2013931182,,"Livre illustré - recueil","Conte, légende",4,"Que vole Perceval à la jeune fille ?","Un anneau en or","Une plume de satin","Un bijou rouge"
1,"Bibliothèque familiale",3,"La demoiselle à l'anneau",,"Nicolas Gauchy","Gautier-Languereau","Les plus beaux contes de mon enfance",,2013931182,,"Livre illustré - recueil","Conte, légende",5,"Que fait l'ami de la jeune fille ?","Il la punit","Il la complimente","Il l'aide à retrouver son bijou"
1,"Bibliothèque familiale",3,"A la cour du roi Arthur",,"Nicolas Gauchy","Gautier-Languereau","Les plus beaux contes de mon enfance",,2013931182,,"Livre illustré - recueil","Conte, légende",1,"Où Perceval arrive-t-il ?","Au château du roi Arthur","Au château de Miaulure","Au château de Nerkane"
1,"Bibliothèque familiale",3,"A la cour du roi Arthur",,"Nicolas Gauchy","Gautier-Languereau","Les plus beaux contes de mon enfance",,2013931182,,"Livre illustré - recueil","Conte, légende",2,"Quel est ce jour ?","Un jour de fête","Un jour de deuil","Un jour de sentence"
1,"Bibliothèque familiale",3,"A la cour du roi Arthur",,"Nicolas Gauchy","Gautier-Languereau","Les plus beaux contes de mon enfance",,2013931182,,"Livre illustré - recueil","Conte, légende",3,"De quoi se plaint le roi Arthur ?","Les chevaliers de la Table ronde sont tous partis","Lancelot déshonore sa femme","Il est vieux et a mal au dos"
1,"Bibliothèque familiale",3,"A la cour du roi Arthur",,"Nicolas Gauchy","Gautier-Languereau","Les plus beaux contes de mon enfance",,2013931182,,"Livre illustré - recueil","Conte, légende",4,"Que propose le sénéchal Keu ?","Un combat entre Perceval et le chevalier Vermeille","Une mise à mort de Perceval","Une séance de guilis"
1,"Bibliothèque familiale",3,"A la cour du roi Arthur",,"Nicolas Gauchy","Gautier-Languereau","Les plus beaux contes de mon enfance",,2013931182,,"Livre illustré - recueil","Conte, légende",5,"Que fait alors Perceval ?","Il s'éloigne au galop","Il attaque le roi","Il prend en otage Guenièvre"
1,"Bibliothèque familiale",3,"Le Gallois et le chevalier Vermeil",,"Nicolas Gauchy","Gautier-Languereau","Les plus beaux contes de mon enfance",,2013931182,,"Livre illustré - recueil","Conte, légende",1,"Que demande Perceval au chevalier à l'armure vermeille ?","De lui donner son armure","De partir loin d'ici","De ne pas céder à la panique"
1,"Bibliothèque familiale",3,"Le Gallois et le chevalier Vermeil",,"Nicolas Gauchy","Gautier-Languereau","Les plus beaux contes de mon enfance",,2013931182,,"Livre illustré - recueil","Conte, légende",2,"Comment Perceval tue-t-il le chevalier ennemi ?","A l'aide d'un javelot","Avec une épée","Avec un marteau"
1,"Bibliothèque familiale",3,"Le Gallois et le chevalier Vermeil",,"Nicolas Gauchy","Gautier-Languereau","Les plus beaux contes de mon enfance",,2013931182,,"Livre illustré - recueil","Conte, légende",3,"Que veut faire Perceval ?","Garder ses habits","Garder son épée","Garder son cheval"
1,"Bibliothèque familiale",3,"Le Gallois et le chevalier Vermeil",,"Nicolas Gauchy","Gautier-Languereau","Les plus beaux contes de mon enfance",,2013931182,,"Livre illustré - recueil","Conte, légende",4,"Que demande Perceval au valet ?","De ramener une coupe en or","De tuer le chevalier ennemi","De jouer les troubadours"
1,"Bibliothèque familiale",3,"Le Gallois et le chevalier Vermeil",,"Nicolas Gauchy","Gautier-Languereau","Les plus beaux contes de mon enfance",,2013931182,,"Livre illustré - recueil","Conte, légende",5,"De quoi se plaint le roi Arthur ?","Du sort de Perceval","Du sort de Lancelot","Du sort de Guenièvre"
1,"Bibliothèque familiale",3,"L'apprentissage",,"Nicolas Gauchy","Gautier-Languereau","Les plus beaux contes de mon enfance",,2013931182,,"Livre illustré - recueil","Conte, légende",1,"Où Perceval trouve-t-il un château ?","Près d'une large rivière","A côté d'une montagne","Près de la plage"
1,"Bibliothèque familiale",3,"L'apprentissage",,"Nicolas Gauchy","Gautier-Languereau","Les plus beaux contes de mon enfance",,2013931182,,"Livre illustré - recueil","Conte, légende",2,"Que demande Perceval au prud'homme ?","De l'héberger","De le combattre","De lui indiquer la route"
1,"Bibliothèque familiale",3,"L'apprentissage",,"Nicolas Gauchy","Gautier-Languereau","Les plus beaux contes de mon enfance",,2013931182,,"Livre illustré - recueil","Conte, légende",3,"Que lui répond le prud'homme ?","Perceval devra écouter tous ses conseils","Perceval ne peut pas dormir chez lui","Perceval n'est pas un chevalier"
1,"Bibliothèque familiale",3,"L'apprentissage",,"Nicolas Gauchy","Gautier-Languereau","Les plus beaux contes de mon enfance",,2013931182,,"Livre illustré - recueil","Conte, légende",4,"Qu'apprend Perceval chez l'homme ?","Le maniement de l'épée","Le maniement du javelot","Le maniement de l'écu"
1,"Bibliothèque familiale",3,"L'apprentissage",,"Nicolas Gauchy","Gautier-Languereau","Les plus beaux contes de mon enfance",,2013931182,,"Livre illustré - recueil","Conte, légende",5,"Comment s'appelle le prud'homme ?","Gorneman de Gorhaut","Babylone de Sacramentuse","François de Prairia"
1,"Bibliothèque familiale",3,"Au château de Blanchefleur",,"Nicolas Gauchy","Gautier-Languereau","Les plus beaux contes de mon enfance",,2013931182,,"Livre illustré - recueil","Conte, légende",1,"Quand Perceval arrive-t-il devant une fille fortifiée ?","A la tombée de la nuit","Au levé du jour","Vers midi"
1,"Bibliothèque familiale",3,"Au château de Blanchefleur",,"Nicolas Gauchy","Gautier-Languereau","Les plus beaux contes de mon enfance",,2013931182,,"Livre illustré - recueil","Conte, légende",2,"Que demande Perceval ?","Un logement pour une nuit","Un panier de fruits","Une aventure avec une princesse"
1,"Bibliothèque familiale",3,"Au château de Blanchefleur",,"Nicolas Gauchy","Gautier-Languereau","Les plus beaux contes de mon enfance",,2013931182,,"Livre illustré - recueil","Conte, légende",3,"Comment s'appelle le château dans lequel Perceval loge ?","Beaurepaire","Blanchefleur","Rougeaventure"
1,"Bibliothèque familiale",3,"Au château de Blanchefleur",,"Nicolas Gauchy","Gautier-Languereau","Les plus beaux contes de mon enfance",,2013931182,,"Livre illustré - recueil","Conte, légende",4,"Que fait la demoiselle pendant la nuit ?","Elle va voir Perceval","Elle dort paisiblement","Elle attaque Perceval"
1,"Bibliothèque familiale",3,"Au château de Blanchefleur",,"Nicolas Gauchy","Gautier-Languereau","Les plus beaux contes de mon enfance",,2013931182,,"Livre illustré - recueil","Conte, légende",5,"Qui assiège le château de Beaurepaire ?","Clamadeu","Arthur","Uter Pendragon"
1,"Bibliothèque familiale",3,"La guerre contre le roi Clamadeu",,"Nicolas Gauchy","Gautier-Languereau","Les plus beaux contes de mon enfance",,2013931182,,"Livre illustré - recueil","Conte, légende",1,"Qui a battu le sénéchal du roi Clamadeu ?","Perceval","Arthur","Merlin"
1,"Bibliothèque familiale",3,"La guerre contre le roi Clamadeu",,"Nicolas Gauchy","Gautier-Languereau","Les plus beaux contes de mon enfance",,2013931182,,"Livre illustré - recueil","Conte, légende",2,"Comment est décrit Perceval ?","Chevalier vermeille","Chevalier courageux","Chevalier rouge"
1,"Bibliothèque familiale",3,"La guerre contre le roi Clamadeu",,"Nicolas Gauchy","Gautier-Languereau","Les plus beaux contes de mon enfance",,2013931182,,"Livre illustré - recueil","Conte, légende",3,"Combien de chevaliers le roi Clamadeu envoie-t-il aux trousses de Perceval ?","Vingt","Dix-huit","Un seul"
1,"Bibliothèque familiale",3,"La guerre contre le roi Clamadeu",,"Nicolas Gauchy","Gautier-Languereau","Les plus beaux contes de mon enfance",,2013931182,,"Livre illustré - recueil","Conte, légende",4,"Que fait Clamadeu ensuite ?","Il demande un combat singulier","Il dépose sa soumission","Il se suicide"
1,"Bibliothèque familiale",3,"La guerre contre le roi Clamadeu",,"Nicolas Gauchy","Gautier-Languereau","Les plus beaux contes de mon enfance",,2013931182,,"Livre illustré - recueil","Conte, légende",5,"Qui gagne le combat ?","Perceval","Clamadeu","Aucun des deux"
1,"Bibliothèque familiale",3,"Au château du Roi Pêcheur",,"Nicolas Gauchy","Gautier-Languereau","Les plus beaux contes de mon enfance",,2013931182,,"Livre illustré - recueil","Conte, légende",1,"Que veut faire Perceval ensuite ?","Retrouver sa mère","Rentrer au château d'Arthur","Rester vivre dans ce château"
1,"Bibliothèque familiale",3,"Au château du Roi Pêcheur",,"Nicolas Gauchy","Gautier-Languereau","Les plus beaux contes de mon enfance",,2013931182,,"Livre illustré - recueil","Conte, légende",2,"Qui est le maître des lieux où Perceval arrive après une journée de voyage ?","Un pêcheur","Un fermier","Un chevalier"
1,"Bibliothèque familiale",3,"Au château du Roi Pêcheur",,"Nicolas Gauchy","Gautier-Languereau","Les plus beaux contes de mon enfance",,2013931182,,"Livre illustré - recueil","Conte, légende",3,"D'où vient Perceval ?","Du château de Beaurepaire","Du château de Blanchefleur","Du château de Caribal"
1,"Bibliothèque familiale",3,"Au château du Roi Pêcheur",,"Nicolas Gauchy","Gautier-Languereau","Les plus beaux contes de mon enfance",,2013931182,,"Livre illustré - recueil","Conte, légende",4,"Que se passe-t-il pendant le repas ?","Une femme se balade avec une coupe remplie d'or","L'hôte s'étouffe","Perceval joue de la guitare"
1,"Bibliothèque familiale",3,"Au château du Roi Pêcheur",,"Nicolas Gauchy","Gautier-Languereau","Les plus beaux contes de mon enfance",,2013931182,,"Livre illustré - recueil","Conte, légende",5,"Qui apporte les vêtements de Perceval ?","Personne","Une servante","La dame du repas"
1,"Bibliothèque familiale",3,"La malédiction",,"Nicolas Gauchy","Gautier-Languereau","Les plus beaux contes de mon enfance",,2013931182,,"Livre illustré - recueil","Conte, légende",1,"Qui Perceval rencontre-t-il en chevauchant ?","Une demoiselle","Un chevalier","Sa mère"
1,"Bibliothèque familiale",3,"La malédiction",,"Nicolas Gauchy","Gautier-Languereau","Les plus beaux contes de mon enfance",,2013931182,,"Livre illustré - recueil","Conte, légende",2,"Comment se nomme la coupe qu'il a vue pendant le repas ?","Le Saint-Graal","Le Groule","La Coupe de Feu"
1,"Bibliothèque familiale",3,"La malédiction",,"Nicolas Gauchy","Gautier-Languereau","Les plus beaux contes de mon enfance",,2013931182,,"Livre illustré - recueil","Conte, légende",3,"Que se passe-t-il ensuite ?","Perceval se souvient de son nom","Perceval tombe à la renverse","Perceval tue la demoiselle"
1,"Bibliothèque familiale",3,"La malédiction",,"Nicolas Gauchy","Gautier-Languereau","Les plus beaux contes de mon enfance",,2013931182,,"Livre illustré - recueil","Conte, légende",4,"A cause de qui la mère de Perceval est-elle morte ?","Perceval","Le roi Arthur","Le roi Ban"
1,"Bibliothèque familiale",3,"La malédiction",,"Nicolas Gauchy","Gautier-Languereau","Les plus beaux contes de mon enfance",,2013931182,,"Livre illustré - recueil","Conte, légende",5,"Comment Perceval peut-il mettre un terme à cette malédiction ?","En retrouvant le Saint-Graal","En se suicidant","En retrouvant le pêcheur"
1,"Bibliothèque familiale",3,"L'Orgeuilleux de la lande",,"Nicolas Gauchy","Gautier-Languereau","Les plus beaux contes de mon enfance",,2013931182,,"Livre illustré - recueil","Conte, légende",1,"Qui Perceval rencontre-t-il en chevauchant ?","Une femme avec une robe en lambeaux mal recousus","Un soldat saxon","Un membre de sa famille"
1,"Bibliothèque familiale",3,"L'Orgeuilleux de la lande",,"Nicolas Gauchy","Gautier-Languereau","Les plus beaux contes de mon enfance",,2013931182,,"Livre illustré - recueil","Conte, légende",2,"Qui attaque alors Perceval ?","Un chevalier","Un Roi","Un prince"
1,"Bibliothèque familiale",3,"L'Orgeuilleux de la lande",,"Nicolas Gauchy","Gautier-Languereau","Les plus beaux contes de mon enfance",,2013931182,,"Livre illustré - recueil","Conte, légende",3,"Cet homme attaque Perceval, car :","Un Gallois a bu son vin et mangé son pâté","Un Gallois a violé sa sœur","Un Gallois l'a attaqué"
1,"Bibliothèque familiale",3,"L'Orgeuilleux de la lande",,"Nicolas Gauchy","Gautier-Languereau","Les plus beaux contes de mon enfance",,2013931182,,"Livre illustré - recueil","Conte, légende",4,"Comment s'appelle cet homme ?","L'Orgeuilleux","Le Pensif","Le Vivant"
1,"Bibliothèque familiale",3,"L'Orgeuilleux de la lande",,"Nicolas Gauchy","Gautier-Languereau","Les plus beaux contes de mon enfance",,2013931182,,"Livre illustré - recueil","Conte, légende",5,"Que fait jurer Perceval à l'Orgueilleux ?","Qu'il se rende auprès du roi Arthur","Qu'il parte en expédition","Qu'il vive dans les bois"
1,"Bibliothèque familiale",3,"Perceval fait pénitence",,"Nicolas Gauchy","Gautier-Languereau","Les plus beaux contes de mon enfance",,2013931182,,"Livre illustré - recueil","Conte, légende",1,"Quelle trace Perceval retrouve-t-il du Saint-Graal ?","Aucune","Une en direction du Sud","Une près du château de Bonne Espérance"
1,"Bibliothèque familiale",3,"Perceval fait pénitence",,"Nicolas Gauchy","Gautier-Languereau","Les plus beaux contes de mon enfance",,2013931182,,"Livre illustré - recueil","Conte, légende",2,"De quoi se rend compte Perceval ?","Il aime Blanchefleur","Il est le fils d'Uter Pendragon","Il n'est pas un bon soldat"
1,"Bibliothèque familiale",3,"Perceval fait pénitence",,"Nicolas Gauchy","Gautier-Languereau","Les plus beaux contes de mon enfance",,2013931182,,"Livre illustré - recueil","Conte, légende",3,"Qu'est-ce qui pourrait faire abandonner la Quête à Perceval ?","La mort","L'oubli","L'éternité"
1,"Bibliothèque familiale",3,"Perceval fait pénitence",,"Nicolas Gauchy","Gautier-Languereau","Les plus beaux contes de mon enfance",,2013931182,,"Livre illustré - recueil","Conte, légende",4,"Pourquoi Perceval pleure-t-il ?","Il a une horrible vie","Toutes les personnes qui lui sont chères sont mortes","Personne ne l'aime"
1,"Bibliothèque familiale",3,"Perceval fait pénitence",,"Nicolas Gauchy","Gautier-Languereau","Les plus beaux contes de mon enfance",,2013931182,,"Livre illustré - recueil","Conte, légende",5,"Que décide de faire Perceval ?","Pénitence","Se trancher la gorge","Mourir au fond d'un trou"
1,"Bibliothèque familiale",3,"Perceval à la cour du roi Arthur",,"Nicolas Gauchy","Gautier-Languereau","Les plus beaux contes de mon enfance",,2013931182,,"Livre illustré - recueil","Conte, légende",1,"Où Perceval est-il de retour ?","A la cour du roi Arthur","A la cour de Beaurepaire","A la cour de Ban"
1,"Bibliothèque familiale",3,"Perceval à la cour du roi Arthur",,"Nicolas Gauchy","Gautier-Languereau","Les plus beaux contes de mon enfance",,2013931182,,"Livre illustré - recueil","Conte, légende",2,"Avec qui Perceval était-il assis ?","Les meilleurs chevaliers","Les plus belles dames","Les plus beaux rois"
1,"Bibliothèque familiale",3,"Perceval à la cour du roi Arthur",,"Nicolas Gauchy","Gautier-Languereau","Les plus beaux contes de mon enfance",,2013931182,,"Livre illustré - recueil","Conte, légende",3,"Que demande le roi Arthur à Perceval ?","S'il a trouvé le Saint-Graal","S'il a tué sa mère","S'il a oublié son pacte"
1,"Bibliothèque familiale",3,"Perceval à la cour du roi Arthur",,"Nicolas Gauchy","Gautier-Languereau","Les plus beaux contes de mon enfance",,2013931182,,"Livre illustré - recueil","Conte, légende",4,"Qui est le jardin du Saint-Graal ?","Le Roi Pêcheur","Le roi Arthur","La reine Guenièvre"
1,"Bibliothèque familiale",3,"Perceval à la cour du roi Arthur",,"Nicolas Gauchy","Gautier-Languereau","Les plus beaux contes de mon enfance",,2013931182,,"Livre illustré - recueil","Conte, légende",5,"Que se passe-t-il avec Perceval ?","La malédiction est levée","La malédiction continue","Il meurt dans d'atroces souffrances"
1,"Bibliothèque familiale",3,"Le Siège Périlleux",,"Nicolas Gauchy","Gautier-Languereau","Les plus beaux contes de mon enfance",,2013931182,,"Livre illustré - recueil","Conte, légende",1,"Que désire Perceval ?","S'assoir sur le Siège Périlleux","S'assoir sur le Siège Maudit","S'assoir sur le Siège Dangereux"
1,"Bibliothèque familiale",3,"Le Siège Périlleux",,"Nicolas Gauchy","Gautier-Languereau","Les plus beaux contes de mon enfance",,2013931182,,"Livre illustré - recueil","Conte, légende",2,"Perceval ne peut s'assoir sur le Siège Périlleux, car :","Tous ceux qui ont essayé sont morts","Il est réservé à Galaad","Il est impossible de s'assoir dessus"
1,"Bibliothèque familiale",3,"Le Siège Périlleux",,"Nicolas Gauchy","Gautier-Languereau","Les plus beaux contes de mon enfance",,2013931182,,"Livre illustré - recueil","Conte, légende",3,"Combien de chevaliers ont essayé de s'assoir sur le Siège Périlleux ?","Six","Dix","Cinq"
1,"Bibliothèque familiale",3,"Le Siège Périlleux",,"Nicolas Gauchy","Gautier-Languereau","Les plus beaux contes de mon enfance",,2013931182,,"Livre illustré - recueil","Conte, légende",4,"De quoi est sacré Perceval ?","Meilleur chevalier du monde","Meilleur chevalier de la Table ronde","Meilleur chevalier de l'Univers"
1,"Bibliothèque familiale",3,"Le Siège Périlleux",,"Nicolas Gauchy","Gautier-Languereau","Les plus beaux contes de mon enfance",,2013931182,,"Livre illustré - recueil","Conte, légende",5,"Combien de temps après mourut Perceval ?","Dix ans plus tard","Huit ans plus tard","Vingt ans plus tard"
1,"Médiathèque Jacques Demy",1,"Toujours rien ? ",,"Christian Voltz","Editions du Rouergue",,,9782841560684,,"Livre illustré - album","Vie quotidienne",1,"Monsieur Louis laisse tomber quelque chose dans son énorme trou. Qu'est-ce que c'est ? ","Une petite graine pleine de promesses","Un pépin","Un noyau d'abricot"
1,"Médiathèque Jacques Demy",1,"Toujours rien ? ",,"Christian Voltz","Editions du Rouergue",,,9782841560684,,"Livre illustré - album","Vie quotidienne",2,"Avec quoi Monsieur Louis arrose-t-il la terre ? ","Son arrosoir","Son tuyau d'arrosage","Sa carafe d'eau"
1,"Médiathèque Jacques Demy",1,"Toujours rien ? ",,"Christian Voltz","Editions du Rouergue",,,9782841560684,,"Livre illustré - album","Vie quotidienne",3,"Monsieur Louis dit aux petites graines qu'il les attend. Pourquoi ? ","Les petites graines adorent sentir qu'on les attend","Les petites graines sortiront plus vite","Les petites graines ont des oreilles"
1,"Médiathèque Jacques Demy",1,"Toujours rien ? ",,"Christian Voltz","Editions du Rouergue",,,9782841560684,,"Livre illustré - album","Vie quotidienne",4,"La plante qui sort de la terre est : ","Une fleur","Un arbre","Un buisson"
1,"Médiathèque Jacques Demy",1,"Toujours rien ? ",,"Christian Voltz","Editions du Rouergue",,,9782841560684,,"Livre illustré - album","Vie quotidienne",5,"Qui retrouve sa langue à la fin de l'histoire ? ","L'oiseau","Monsieur Louis","Un papillon"
1,"Médiathèque Jacques Demy",3,"Coco n'est pas zinzin",,"Mymi Doinet","Nathan","Premiers romans ",,9782092588413,,"Fiction jeunesse - première lecture, premier roman","Emotion",1,"Qui observe Colette du haut de son plafond ? ","Ariane l'araignée","Adrien le moustique","Alex le cousin"
1,"Médiathèque Jacques Demy",3,"Coco n'est pas zinzin",,"Mymi Doinet","Nathan","Premiers romans ",,9782092588413,,"Fiction jeunesse - première lecture, premier roman","Emotion",2,"La tortue donne un surnom à Colette. Quel est ce surnom ? ","Coco","Coline","Cocolette"
1,"Médiathèque Jacques Demy",3,"Coco n'est pas zinzin",,"Mymi Doinet","Nathan","Premiers romans ",,9782092588413,,"Fiction jeunesse - première lecture, premier roman","Emotion",3,"Comment s'appelle le facteur ? ","Victor","Hector","Vladimir"
1,"Médiathèque Jacques Demy",3,"Coco n'est pas zinzin",,"Mymi Doinet","Nathan","Premiers romans ",,9782092588413,,"Fiction jeunesse - première lecture, premier roman","Emotion",4,"Colette a un neveu. Comment s'appelle-t-il ? ","Théo","Léo","Tim"
1,"Médiathèque Jacques Demy",3,"Coco n'est pas zinzin",,"Mymi Doinet","Nathan","Premiers romans ",,9782092588413,,"Fiction jeunesse - première lecture, premier roman","Emotion",5,"Comment s'appelle le cocker ? ","Cubitus","Cajou","Ortie"
1,"Médiathèque Jacques Demy",3,"Coco n'est pas zinzin",,"Mymi Doinet","Nathan","Premiers romans ",,9782092588413,,"Fiction jeunesse - première lecture, premier roman","Emotion",6,"Quelle est la mission de Cubitus ? ","Prévenir qu'une réunion se tiendra à minuit","Trouver les lunettes de Colette","Donner à manger à Cajou"
1,"Médiathèque Jacques Demy",3,"Coco n'est pas zinzin",,"Mymi Doinet","Nathan","Premiers romans ",,9782092588413,,"Fiction jeunesse - première lecture, premier roman","Emotion",7,"Qu'est-ce que Colette veut donner à manger à Van Gogh ?","Des carottes","Des poivrons","Des poires"
1,"Médiathèque Jacques Demy",3,"Coco n'est pas zinzin",,"Mymi Doinet","Nathan","Premiers romans ",,9782092588413,,"Fiction jeunesse - première lecture, premier roman","Emotion",8,"Pourquoi les animaux sont-ils inquiets ? ","Colette perd la tête","Colette veut déménager","Colette ne les aime plus"
